942.714546658  957.785025897
942.223211606  941.837307763
942.706905435  926.433088174
942.21570289  911.02904526
942.212301883  897.074714597
942.45262497  883.120339765
942.693345577  870.796990595
942.446441321  857.748829468
942.443526173  845.787974614
942.440655193  834.008344834
942.437872551  822.5911652
942.191454153  811.536479883
942.188848187  800.844200544
942.186418897  790.876821499
942.4277137  780.909398285
942.181648653  771.304513556
942.179263532  761.518359584
941.933375161  752.638375149
941.931299222  744.120796692
941.929090776  735.059543015
941.927014837  726.541964558
942.168751329  718.38679208
941.922995465  710.050482866
942.164908633  702.620210681
941.675737858  695.552521151
941.917651026  688.122248967
942.159564194  680.691976782
941.670305081  673.261837105
941.668626662  666.37528431
941.910628168  659.307462273
941.665269825  652.60217872
941.663635575  645.896850999
941.905946263  640.097604477
941.66054375  633.211095851
942.146446025  626.868129939
942.145076789  621.250152659
942.143619214  615.269725232
941.654669284  609.108161069
942.140704066  603.308870378
942.13929066  597.509668024
942.137965593  592.072915818
941.892872263  586.454982707
941.404054839  580.837093765
941.646542203  575.762747536
941.645526318  571.594570845
941.644068744  565.614143418
941.642876183  560.721066432
941.641683622  555.827989446
942.12785091  550.572373976
941.395574407  546.041879644
941.638150109  541.329983563
941.880637472  536.255637334
942.123301512  531.9061914
941.634749102  527.375652899
941.877324803  522.663756818
941.632628994  518.676849369
941.631436433  513.783772383
941.630420548  509.615595692
941.385724738  505.628688243
941.384708853  501.460511551
941.871052817  496.929796375
941.381617029  488.774756403
941.379541089  480.257177946
941.62132175  472.283230541
941.619554994  465.034227599
941.617832406  457.966449731
941.128573293  450.536310053
940.883126612  443.468576354
941.125172286  436.58197939
941.123449699  429.514201522
941.121727111  422.446423654
941.120313705  416.6472213
941.118679455  409.941893579
940.873497787  403.961510321
941.115587631  397.256138431
941.114174226  391.456936077
940.868948389  385.295327746
940.867534983  379.496125392
940.866121578  373.696923039
941.108476435  368.07890159
940.619747349  362.823462795
940.618289775  356.843035368
940.616964707  351.406283161
940.371959715  346.150800197
939.883274798  341.076586476
940.369486256  336.002196079
940.368161188  330.565443872
940.854416815  325.672278549
940.365687729  320.416839754
940.364583506  315.886212915
940.119578514  310.630729951
940.362154215  305.91883387
940.848586517  301.75056884
940.116177507  296.676399288
940.602521471  292.145684111
940.601638093  288.52118264
940.356765607  283.809374897
940.355617215  279.097522985
939.867153143  274.929434631
940.109949689  271.123663918
940.352702067  267.136668131
940.351642013  262.787266366
940.106857865  258.43790877
940.105797811  254.088507004
940.104914433  250.464005533
939.860218623  246.477098084
939.859246907  242.490146466
940.345723378  238.50310651
940.101071737  234.697424135
940.100276696  231.435372811
940.586841505  227.810783002
940.342145695  223.823875553
940.341262317  220.199374082
940.584103032  216.574828442
